Record_Date,Equipment_ID,Equipment_Type,Fleet_Category,Manufacturer,Fuel_Type,Equipment_Age_Year,Daily_Operating_Hours,ULD_Handling_Count,Consecutive_Working_Days,Cargo_Weight_Handled_KG,Overload_Event_Count,Breakdown_Count_6M,Operator_Experience_Years,Battery_Status,Hydraulic_Leak_Observed,Warehouse_Zone,Outdoor_Usage,Warning_Indicator_Count,Downtime_Hours_Last_30D,Peak_Hour_Operations,Failure_Risk_Level
2026-03-22,F-008,Forklift,Ramp,Caterpillar,Diesel,7.2,14,23,18,13225,8,238,7,Good,Yes,General Cargo,No,8,4,Yes,Medium
2026-03-22,F-003,Forklift,Warehouse,Hyster,Diesel,5.2,12,53,12,17543,8,241,1,Good,No,Export,No,8,11,No,Low
2026-03-22,BL-031,Belt Loader,Cargo,Hyster,Electric,7.5,10,45,6,23895,0,109,7,Critical,No,Cold Storage,Yes,0,0,No,Low
2026-03-22,PT-078,Pallet Transporter,Cargo,Hyster,Electric,5.2,13,52,15,36296,6,138,7,Good,Yes,Cold Storage,No,7,9,No,Medium
2026-03-22,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,7.7,15,18,18,6192,8,196,5,Good,Yes,Export,Yes,8,9,Yes,High
2026-03-22,F-022,Forklift,Cargo,Jungheinrich,Diesel,4.4,12,24,17,11232,5,242,15,Weak,No,General Cargo,No,4,0,Yes,Low
2026-03-22,F-019,Forklift,Ramp,Hyster,Diesel,4.4,15,74,15,45288,8,263,10,Good,Yes,Import,No,8,6,Yes,High
2026-03-22,UT-066,ULD Transporter,Warehouse,Jungheinrich,Diesel,10.9,10,33,16,16896,5,125,12,Good,No,Cold Storage,No,6,2,Yes,Low
2026-03-22,F-005,Forklift,Ramp,Toyota,Diesel,7.6,12,30,10,18990,8,259,3,Good,No,General Cargo,No,8,17,No,Low
2026-03-22,UT-071,ULD Transporter,Warehouse,TLD,Electric,10.6,12,16,12,6096,4,147,12,Weak,No,Cold Storage,Yes,3,9,No,Low
2026-03-22,F-023,Forklift,Ramp,Jungheinrich,Diesel,9.3,16,75,13,39375,8,263,9,Good,No,Cold Storage,Yes,8,5,Yes,Medium
2026-03-22,BL-035,Belt Loader,Ramp,Toyota,Diesel,8.1,12,54,9,16200,6,168,9,Good,No,Import,Yes,5,0,Yes,Low
2026-03-22,F-014,Forklift,Ramp,Jungheinrich,Diesel,8.0,12,40,17,17880,8,264,2,Good,No,Import,Yes,8,5,No,Low
2026-03-22,F-009,Forklift,Ramp,Caterpillar,Electric,5.1,9,56,9,23800,3,234,5,Weak,No,Import,No,4,4,Yes,Low
2026-03-22,F-015,Forklift,Warehouse,Jungheinrich,Electric,6.2,14,18,14,9558,8,251,4,Good,No,Export,No,8,5,No,Low
2026-03-22,PT-077,Pallet Transporter,Warehouse,Jungheinrich,Diesel,9.7,15,46,18,15318,8,149,6,Good,No,Import,Yes,8,18,Yes,High
2026-03-22,F-010,Forklift,Warehouse,Hyster,Electric,7.3,13,51,16,18615,7,210,10,Good,Yes,Export,Yes,5,5,Yes,Medium
2026-03-22,UT-068,ULD Transporter,Warehouse,Hyster,Electric,8.9,16,72,17,49320,8,158,3,Good,Yes,Import,No,8,10,No,High
2026-03-22,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,9.3,12,65,14,40560,8,166,8,Good,No,Cold Storage,Yes,8,10,Yes,Medium
2026-03-22,BL-034,Belt Loader,Warehouse,Toyota,Diesel,7.5,14,34,16,22508,4,141,5,Weak,No,Import,Yes,3,0,Yes,Low
2026-03-22,BL-029,Belt Loader,Cargo,Hyster,Diesel,4.1,13,39,12,14313,4,152,5,Weak,No,Import,No,1,4,Yes,Low
2026-03-22,SL-086,Scissor Lift,Ramp,Caterpillar,Electric,8.4,13,65,15,29185,5,47,1,Good,No,Import,No,8,4,No,Low
2026-03-22,F-013,Forklift,Ramp,Toyota,Diesel,5.9,13,58,12,28652,8,238,1,Good,No,Cold Storage,No,8,17,No,Low
2026-03-22,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,5.6,16,74,12,31894,8,133,6,Good,No,Import,Yes,8,17,Yes,Medium
2026-03-22,F-018,Forklift,Cargo,Caterpillar,Electric,8.9,13,17,15,5780,7,264,15,Good,Yes,Export,Yes,4,2,Yes,Low
2026-03-22,CT-041,Cargo Tractor,Ramp,Hyster,Electric,7.9,16,51,17,23511,6,154,13,Critical,No,General Cargo,No,5,0,Yes,Medium
2026-03-23,CT-054,Cargo Tractor,Ramp,Caterpillar,Diesel,6.1,14,69,22,47058,8,148,14,Good,No,General Cargo,No,8,4,Yes,Low
2026-03-23,F-004,Forklift,Cargo,Caterpillar,Electric,10.5,12,31,14,19220,2,250,2,Weak,No,Cold Storage,No,4,3,No,Low
2026-03-23,F-007,Forklift,Warehouse,Jungheinrich,Electric,10.1,11,22,13,14322,5,229,14,Good,No,Import,No,8,2,Yes,Low
2026-03-23,F-006,Forklift,Warehouse,Hyster,Electric,4.8,11,73,15,33142,6,265,4,Good,No,Cold Storage,No,6,7,Yes,Low
2026-03-23,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,6.4,16,49,11,24451,8,161,5,Good,No,Export,Yes,8,6,No,Low
2026-03-23,SL-089,Scissor Lift,Cargo,Hyster,Electric,3.7,14,70,18,28210,8,69,12,Good,No,General Cargo,Yes,8,4,Yes,Low
2026-03-23,CT-057,Cargo Tractor,Ramp,Caterpillar,Diesel,3.5,15,56,14,33320,8,126,9,Good,No,Import,Yes,8,11,Yes,Medium
2026-03-23,CT-044,Cargo Tractor,Ramp,TLD,Diesel,8.0,10,36,10,24048,3,160,15,Critical,No,Export,No,0,1,Yes,Low
2026-03-23,F-020,Forklift,Warehouse,Toyota,Diesel,4.1,15,68,17,25024,7,231,14,Good,Yes,Import,No,6,3,Yes,High
2026-03-23,BL-030,Belt Loader,Ramp,Caterpillar,Electric,3.5,14,30,13,11700,6,152,7,Good,No,Import,No,1,1,Yes,Low
2026-03-23,F-017,Forklift,Ramp,Hyster,Electric,3.7,13,63,19,34083,8,246,4,Good,Yes,Export,No,8,3,Yes,High
2026-03-23,UT-072,ULD Transporter,Warehouse,Hyster,Electric,7.0,15,52,15,24128,8,137,15,Good,Yes,General Cargo,Yes,8,10,No,Medium
2026-03-23,F-013,Forklift,Ramp,Toyota,Diesel,5.9,12,17,16,9945,8,238,11,Good,No,Import,No,8,17,Yes,Low
2026-03-23,F-023,Forklift,Ramp,Jungheinrich,Diesel,9.3,15,34,10,20808,6,263,2,Critical,No,General Cargo,Yes,5,1,No,Low
2026-03-23,BL-040,Belt Loader,Ramp,Toyota,Diesel,10.7,13,74,17,41514,6,135,11,Good,Yes,Import,No,1,0,Yes,Medium
2026-03-23,UT-065,ULD Transporter,Warehouse,TLD,Diesel,5.4,11,32,16,19744,6,117,12,Good,No,Export,No,7,15,No,Low
2026-03-23,UT-073,ULD Transporter,Warehouse,Jungheinrich,Electric,5.8,15,69,17,32499,6,139,12,Good,No,General Cargo,No,5,0,No,Low
2026-03-23,F-012,Forklift,Ramp,Hyster,Electric,3.3,12,22,14,8360,6,259,3,Good,No,General Cargo,Yes,3,1,No,Low
2026-03-23,UT-061,ULD Transporter,Cargo,TLD,Electric,7.2,12,18,20,7938,8,159,14,Good,No,General Cargo,No,8,14,Yes,Medium
2026-03-23,CT-049,Cargo Tractor,Warehouse,Toyota,Diesel,10.6,14,23,10,11661,6,162,1,Good,Yes,Import,No,3,0,Yes,Low
2026-03-23,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,9.0,13,73,13,29127,6,161,1,Critical,No,Export,No,5,10,Yes,Medium
2026-03-23,F-001,Forklift,Ramp,Hyster,Diesel,10.2,12,71,14,26980,7,246,15,Good,Yes,Import,No,6,10,No,Medium
2026-03-23,F-019,Forklift,Ramp,Hyster,Diesel,4.4,12,59,19,29087,6,264,7,Critical,No,General Cargo,Yes,5,2,Yes,Low
2026-03-23,PT-083,Pallet Transporter,Warehouse,Jungheinrich,Electric,4.5,15,26,17,9256,7,133,11,Good,Yes,Import,No,8,12,Yes,High
2026-03-23,UT-069,ULD Transporter,Ramp,TLD,Diesel,11.0,11,48,19,21504,6,143,3,Good,No,Export,No,5,4,No,Low
2026-03-23,F-024,Forklift,Ramp,Toyota,Electric,6.7,15,42,14,17850,8,270,7,Good,No,Import,No,8,4,Yes,Low
2026-03-23,F-010,Forklift,Warehouse,Hyster,Electric,7.3,11,47,13,30174,8,210,10,Good,Yes,Import,Yes,5,5,Yes,Medium
2026-03-23,F-015,Forklift,Warehouse,Jungheinrich,Electric,6.2,13,39,17,26013,6,252,13,Critical,No,Export,Yes,5,2,Yes,Low
2026-03-23,F-025,Forklift,Cargo,Jungheinrich,Diesel,8.6,14,73,17,22119,7,226,13,Good,No,General Cargo,No,6,1,No,Low
2026-03-23,SL-087,Scissor Lift,Ramp,Hyster,Diesel,9.9,14,41,23,23698,8,70,4,Good,Yes,Import,Yes,8,2,Yes,High
2026-03-23,CT-042,Cargo Tractor,Warehouse,Toyota,Electric,8.9,14,46,14,30452,4,172,2,Critical,No,General Cargo,Yes,2,0,No,Low
2026-03-23,CT-043,Cargo Tractor,Cargo,Toyota,Diesel,10.2,16,60,22,33120,8,175,3,Good,No,Export,Yes,8,19,No,High
2026-03-23,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,9.3,15,28,15,13916,8,147,1,Good,Yes,General Cargo,No,7,3,Yes,Medium
2026-03-23,PT-082,Pallet Transporter,Ramp,Hyster,Electric,7.7,14,70,11,32970,4,148,7,Weak,No,Import,No,3,4,No,Low
2026-03-23,F-018,Forklift,Cargo,Caterpillar,Electric,8.9,14,24,10,10176,7,265,2,Good,Yes,Cold Storage,Yes,5,2,Yes,Low
2026-03-24,F-018,Forklift,Cargo,Caterpillar,Electric,8.9,14,43,18,29154,7,265,11,Good,No,Export,Yes,5,2,No,Low
2026-03-24,UT-071,ULD Transporter,Warehouse,TLD,Electric,10.6,14,28,16,13412,4,147,3,Weak,No,Export,No,3,9,Yes,Low
2026-03-24,BL-036,Belt Loader,Warehouse,Caterpillar,Diesel,6.4,10,62,20,40052,5,121,2,Good,No,Cold Storage,Yes,8,1,No,Low
2026-03-24,PT-077,Pallet Transporter,Warehouse,Jungheinrich,Diesel,9.7,12,59,17,32568,8,149,3,Good,No,Export,Yes,8,19,Yes,High
2026-03-24,UT-066,ULD Transporter,Warehouse,Jungheinrich,Diesel,10.9,11,24,8,12240,5,125,3,Good,No,Import,Yes,6,2,No,Low
2026-03-24,BL-038,Belt Loader,Ramp,Jungheinrich,Electric,10.1,12,45,17,17910,6,131,3,Good,Yes,Export,Yes,5,5,Yes,Medium
2026-03-24,F-017,Forklift,Ramp,Hyster,Electric,3.7,13,54,16,22842,8,247,6,Good,No,General Cargo,Yes,8,3,Yes,Low
2026-03-24,BL-039,Belt Loader,Cargo,Toyota,Diesel,4.6,15,29,16,13514,8,147,9,Good,No,Import,No,8,3,No,Low
2026-03-24,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,9.5,13,71,21,25844,6,162,3,Critical,No,Cold Storage,No,5,13,Yes,Medium
2026-03-24,F-002,Forklift,Cargo,Caterpillar,Diesel,8.3,13,54,15,30888,4,224,7,Good,No,Export,Yes,8,14,No,Medium
2026-03-24,SL-090,Scissor Lift,Warehouse,Toyota,Diesel,3.7,15,25,21,12675,8,64,15,Good,No,Export,Yes,8,8,Yes,Low
2026-03-24,F-016,Forklift,Cargo,Jungheinrich,Diesel,7.1,12,19,20,7277,8,237,12,Good,No,Export,No,4,9,Yes,Low
2026-03-24,PT-079,Pallet Transporter,Ramp,Caterpillar,Electric,5.1,15,43,21,14147,7,142,15,Good,Yes,Export,Yes,6,4,Yes,High
2026-03-24,CT-056,Cargo Tractor,Ramp,Jungheinrich,Diesel,6.1,15,72,11,50256,6,168,8,Good,No,General Cargo,Yes,5,0,No,Low
2026-03-24,F-006,Forklift,Warehouse,Hyster,Electric,4.8,11,42,13,12810,6,266,5,Good,Yes,General Cargo,No,7,8,No,Low
2026-03-24,F-014,Forklift,Ramp,Jungheinrich,Diesel,8.0,14,15,12,5445,8,264,11,Good,No,Cold Storage,No,8,5,No,Low
2026-03-24,PT-078,Pallet Transporter,Cargo,Hyster,Electric,5.2,12,46,18,21574,6,138,5,Good,No,Import,No,8,9,No,Low
2026-03-24,F-020,Forklift,Warehouse,Toyota,Diesel,4.1,12,26,10,11856,7,231,10,Good,No,Cold Storage,No,6,3,No,Low
2026-03-24,F-003,Forklift,Warehouse,Hyster,Diesel,5.2,15,19,16,10697,8,241,6,Good,Yes,Cold Storage,Yes,8,11,Yes,High
2026-03-24,UT-068,ULD Transporter,Warehouse,Hyster,Electric,8.9,15,72,20,42408,8,158,2,Good,No,Import,No,8,10,Yes,High
2026-03-24,F-001,Forklift,Ramp,Hyster,Diesel,10.2,15,64,14,44736,7,246,7,Good,No,General Cargo,No,6,10,Yes,High
2026-03-24,BL-028,Belt Loader,Cargo,Toyota,Diesel,8.2,11,30,18,15150,7,122,10,Good,No,Export,No,7,1,No,Low
2026-03-24,F-023,Forklift,Ramp,Jungheinrich,Diesel,9.4,13,37,14,23236,6,264,14,Good,Yes,General Cargo,No,5,2,No,Low
2026-03-24,PT-081,Pallet Transporter,Ramp,Caterpillar,Diesel,5.7,14,52,20,35048,8,142,5,Good,Yes,Cold Storage,No,8,4,Yes,Medium
2026-03-24,UT-063,ULD Transporter,Ramp,Caterpillar,Diesel,3.5,16,75,15,38400,8,117,9,Good,Yes,General Cargo,No,8,4,Yes,High
2026-03-24,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,11.2,15,58,21,38396,8,152,1,Good,Yes,Export,No,8,15,No,High
2026-03-24,BL-026,Belt Loader,Warehouse,Caterpillar,Diesel,8.8,13,56,12,33600,8,135,14,Good,No,Cold Storage,No,8,4,No,Low
2026-03-24,F-008,Forklift,Ramp,Caterpillar,Diesel,7.2,15,29,11,17690,8,239,7,Good,No,Export,Yes,8,5,Yes,Low
2026-03-24,PT-076,Pallet Transporter,Ramp,Jungheinrich,Electric,9.4,12,44,13,16852,0,135,9,Critical,No,General Cargo,Yes,1,1,Yes,Low
2026-03-24,F-007,Forklift,Warehouse,Jungheinrich,Electric,10.1,10,61,13,30317,6,229,14,Good,No,General Cargo,Yes,8,2,No,Low
2026-03-24,F-004,Forklift,Cargo,Caterpillar,Electric,10.6,13,30,13,16650,3,250,13,Weak,No,General Cargo,No,5,3,No,Low
2026-03-24,PT-085,Pallet Transporter,Cargo,Hyster,Electric,3.6,12,37,17,16724,6,124,8,Good,No,Import,No,6,1,No,Low
2026-03-24,CT-045,Cargo Tractor,Ramp,Toyota,Electric,5.2,12,36,16,24048,8,166,10,Good,No,Export,Yes,8,2,Yes,Low
2026-03-24,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,6.6,11,75,13,36225,7,161,1,Good,No,Import,No,8,1,No,Low
2026-03-24,F-021,Forklift,Cargo,Toyota,Electric,8.4,15,61,13,30378,8,258,15,Good,Yes,Cold Storage,Yes,8,5,No,High
2026-03-24,CT-053,Cargo Tractor,Cargo,Jungheinrich,Electric,6.7,13,31,19,17453,7,158,4,Good,Yes,Cold Storage,No,7,2,No,Low
2026-03-25,F-010,Forklift,Warehouse,Hyster,Electric,7.3,15,39,20,17355,8,210,5,Good,Yes,Import,No,5,5,No,Medium
2026-03-25,F-003,Forklift,Warehouse,Hyster,Diesel,5.2,12,39,17,24687,8,242,8,Good,No,Cold Storage,Yes,8,12,No,Low
2026-03-25,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,9.3,12,26,14,12194,8,166,11,Good,Yes,General Cargo,No,8,10,No,Medium
2026-03-25,UT-074,ULD Transporter,Cargo,Jungheinrich,Diesel,4.3,15,33,13,18876,8,139,8,Good,No,Import,Yes,8,13,No,Low
2026-03-25,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,9.0,11,46,13,25070,6,161,5,Good,No,General Cargo,No,5,10,No,Low
2026-03-25,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,7.7,12,72,18,29880,6,197,15,Critical,No,Export,Yes,5,5,No,Medium
2026-03-25,F-015,Forklift,Warehouse,Jungheinrich,Electric,6.2,12,62,16,40920,6,252,5,Good,No,Import,Yes,5,2,No,Low
2026-03-25,F-024,Forklift,Ramp,Toyota,Electric,6.7,16,66,20,24684,8,271,11,Good,No,General Cargo,No,8,4,No,Low
2026-03-25,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,5.6,14,33,18,20955,8,133,15,Good,Yes,General Cargo,Yes,8,17,Yes,High
2026-03-25,F-025,Forklift,Cargo,Jungheinrich,Diesel,8.6,13,34,10,22610,8,227,8,Good,No,Cold Storage,Yes,6,1,Yes,Low
2026-03-25,UT-069,ULD Transporter,Ramp,TLD,Diesel,11.0,15,42,18,28686,6,144,7,Good,Yes,Cold Storage,No,6,5,No,High
2026-03-25,CT-042,Cargo Tractor,Warehouse,Toyota,Electric,8.9,12,46,10,21850,4,172,4,Weak,No,General Cargo,No,2,0,No,Low
2026-03-25,CT-043,Cargo Tractor,Cargo,Toyota,Diesel,10.2,12,55,20,23870,8,175,5,Good,Yes,Import,Yes,8,19,Yes,High
2026-03-25,CT-052,Cargo Tractor,Cargo,Jungheinrich,Diesel,6.9,16,57,16,21147,8,182,6,Good,Yes,Export,No,8,11,Yes,High
2026-03-25,UT-075,ULD Transporter,Cargo,Jungheinrich,Diesel,9.9,11,73,18,41975,7,153,14,Good,Yes,Export,Yes,5,19,No,High
2026-03-25,F-019,Forklift,Ramp,Hyster,Diesel,4.4,14,21,18,10395,6,265,8,Good,Yes,Import,No,5,2,No,Low
2026-03-25,F-021,Forklift,Cargo,Toyota,Electric,8.4,13,43,11,24553,8,258,7,Good,Yes,Import,Yes,8,5,No,Medium
2026-03-25,UT-061,ULD Transporter,Cargo,TLD,Electric,7.2,16,52,14,35828,8,159,4,Good,Yes,Export,No,8,14,Yes,High
2026-03-25,BL-032,Belt Loader,Ramp,TLD,Electric,4.3,15,71,16,43736,8,130,12,Good,Yes,Cold Storage,No,8,4,Yes,High
2026-03-25,F-011,Forklift,Warehouse,TLD,Electric,9.9,16,38,20,24092,8,251,13,Good,No,General Cargo,Yes,8,1,No,Medium
2026-03-25,F-009,Forklift,Ramp,Caterpillar,Electric,5.1,11,25,12,8525,3,234,9,Weak,No,Cold Storage,Yes,5,4,No,Low
2026-03-25,CT-041,Cargo Tractor,Ramp,Hyster,Electric,7.9,12,61,11,36478,6,154,1,Good,No,Export,No,5,0,No,Low
2026-03-25,F-013,Forklift,Ramp,Toyota,Diesel,5.9,12,20,20,9420,8,238,6,Good,No,General Cargo,Yes,8,17,No,Low
2026-03-25,F-022,Forklift,Cargo,Jungheinrich,Diesel,4.4,11,28,10,8652,5,243,14,Weak,No,Export,No,5,0,Yes,Low
2026-03-25,F-023,Forklift,Ramp,Jungheinrich,Diesel,9.4,11,22,11,12232,6,265,5,Good,Yes,Export,Yes,5,2,No,Low
2026-03-25,F-020,Forklift,Warehouse,Toyota,Diesel,4.1,15,39,12,12636,7,232,3,Good,Yes,Export,Yes,6,3,No,Medium
2026-03-25,UT-070,ULD Transporter,Cargo,Toyota,Electric,7.0,16,56,19,16856,8,141,12,Good,No,Export,Yes,6,10,Yes,Medium
2026-03-25,F-005,Forklift,Ramp,Toyota,Diesel,7.6,12,25,21,11250,8,259,3,Good,No,Import,No,8,17,No,Low
2026-03-26,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,6.6,13,29,13,11049,5,162,15,Critical,No,Import,No,5,0,Yes,Low
2026-03-26,F-012,Forklift,Ramp,Hyster,Electric,3.3,13,18,13,7614,6,260,7,Good,Yes,Import,Yes,3,2,No,Low
2026-03-26,F-006,Forklift,Warehouse,Hyster,Electric,4.8,14,53,14,36305,7,267,4,Good,No,General Cargo,Yes,7,8,Yes,Low
2026-03-26,BL-037,Belt Loader,Ramp,TLD,Diesel,3.9,10,48,14,24576,4,127,13,Weak,No,Cold Storage,Yes,2,4,No,Low
2026-03-26,F-015,Forklift,Warehouse,Jungheinrich,Electric,6.2,14,20,16,8080,6,252,4,Good,Yes,Export,Yes,6,2,No,Medium
2026-03-26,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,11.2,16,55,14,31735,8,153,2,Good,No,Export,No,8,15,No,Medium
2026-03-26,F-001,Forklift,Ramp,Hyster,Diesel,10.2,12,40,10,12760,7,247,5,Good,No,Export,No,7,10,No,Low
2026-03-26,BL-028,Belt Loader,Cargo,Toyota,Diesel,8.2,13,46,11,18400,7,123,12,Good,No,Export,No,7,1,Yes,Low
2026-03-26,F-023,Forklift,Ramp,Jungheinrich,Diesel,9.4,11,52,11,22204,5,265,10,Critical,No,Export,No,3,0,No,Low
2026-03-26,BL-029,Belt Loader,Cargo,Hyster,Diesel,4.1,10,51,9,25806,4,152,3,Weak,No,General Cargo,No,2,4,No,Low
2026-03-26,F-022,Forklift,Cargo,Jungheinrich,Diesel,4.4,14,73,13,48180,5,244,2,Weak,No,Import,No,5,0,Yes,Low
2026-03-26,BL-030,Belt Loader,Ramp,Caterpillar,Electric,3.6,14,73,11,22922,6,153,12,Good,No,Import,No,1,1,No,Low
2026-03-26,F-002,Forklift,Cargo,Caterpillar,Diesel,8.3,14,27,7,14904,4,224,13,Good,No,Export,No,8,14,No,Low
2026-03-26,CT-057,Cargo Tractor,Ramp,Caterpillar,Diesel,3.5,15,26,19,16614,8,127,7,Good,No,General Cargo,Yes,8,11,No,Medium
2026-03-26,PT-085,Pallet Transporter,Cargo,Hyster,Electric,3.6,11,69,15,36846,6,125,14,Good,Yes,Import,No,7,1,Yes,Medium
2026-03-26,F-018,Forklift,Cargo,Caterpillar,Electric,8.9,14,54,13,33156,7,265,15,Good,No,General Cargo,No,5,2,No,Low
2026-03-26,UT-064,ULD Transporter,Warehouse,Caterpillar,Diesel,10.1,16,38,19,17632,8,145,10,Good,No,Import,Yes,8,8,No,Medium
2026-03-26,BL-039,Belt Loader,Cargo,Toyota,Diesel,4.6,14,40,15,13800,8,147,2,Good,No,Cold Storage,No,8,3,No,Low
2026-03-26,F-016,Forklift,Cargo,Jungheinrich,Diesel,7.1,13,29,18,18676,8,238,10,Good,Yes,Import,No,4,9,Yes,Medium
2026-03-26,PT-079,Pallet Transporter,Ramp,Caterpillar,Electric,5.1,13,55,12,32560,7,143,8,Good,No,Import,Yes,6,4,No,Low
2026-03-26,CT-060,Cargo Tractor,Warehouse,Jungheinrich,Electric,7.3,12,29,16,8932,6,150,12,Critical,No,Import,Yes,0,0,Yes,Low
2026-03-26,F-021,Forklift,Cargo,Toyota,Electric,8.4,15,62,17,37448,8,258,9,Good,Yes,Export,No,8,5,No,High
2026-03-26,UT-067,ULD Transporter,Ramp,Caterpillar,Electric,7.4,11,51,15,15708,5,164,7,Weak,No,General Cargo,No,4,10,No,Low
2026-03-26,SL-088,Scissor Lift,Warehouse,TLD,Diesel,9.2,15,26,22,17186,8,63,10,Good,No,General Cargo,No,8,13,No,Medium
2026-03-26,CT-048,Cargo Tractor,Cargo,TLD,Diesel,6.2,16,63,20,33579,8,172,5,Good,Yes,Export,No,5,1,Yes,High
2026-03-26,CT-051,Cargo Tractor,Cargo,Caterpillar,Electric,9.7,16,73,22,23214,8,171,12,Good,No,Import,No,8,9,Yes,High
2026-03-26,F-008,Forklift,Ramp,Caterpillar,Diesel,7.2,15,41,15,13858,8,240,8,Good,No,Export,Yes,8,5,Yes,Low
2026-03-27,BL-032,Belt Loader,Ramp,TLD,Electric,4.3,16,56,20,17584,8,130,15,Good,No,Import,Yes,8,4,No,Low
2026-03-27,BL-036,Belt Loader,Warehouse,Caterpillar,Diesel,6.4,10,59,10,32450,5,121,1,Good,No,Cold Storage,No,8,2,No,Low
2026-03-27,F-019,Forklift,Ramp,Hyster,Diesel,4.5,15,16,12,10432,6,266,7,Good,Yes,Cold Storage,No,5,2,No,Low
2026-03-27,BL-035,Belt Loader,Ramp,Toyota,Diesel,8.2,12,16,13,11104,6,168,7,Good,No,Cold Storage,No,5,0,Yes,Low
2026-03-27,F-001,Forklift,Ramp,Hyster,Diesel,10.2,13,68,11,25976,8,247,14,Good,No,Import,No,8,10,Yes,Low
2026-03-27,BL-034,Belt Loader,Warehouse,Toyota,Diesel,7.5,10,39,10,13494,4,141,12,Weak,No,Cold Storage,Yes,4,0,No,Low
2026-03-27,F-020,Forklift,Warehouse,Toyota,Diesel,4.1,13,48,17,30960,7,232,7,Good,No,Export,No,6,3,No,Low
2026-03-27,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,9.6,12,29,15,13543,6,162,11,Good,No,General Cargo,Yes,5,13,No,Low
2026-03-27,F-021,Forklift,Cargo,Toyota,Electric,8.4,16,60,16,20880,8,259,2,Good,Yes,Export,No,8,5,No,High
2026-03-27,CT-049,Cargo Tractor,Warehouse,Toyota,Diesel,10.6,15,67,13,27135,7,162,11,Good,Yes,Cold Storage,No,3,0,Yes,Low
2026-03-27,F-022,Forklift,Cargo,Jungheinrich,Diesel,4.4,13,67,16,21306,5,245,6,Good,No,Cold Storage,No,6,0,No,Low
2026-03-27,CT-045,Cargo Tractor,Ramp,Toyota,Electric,5.2,12,56,20,32928,8,167,14,Good,Yes,Cold Storage,No,8,2,Yes,High
2026-03-27,F-007,Forklift,Warehouse,Jungheinrich,Electric,10.1,13,41,15,12833,6,230,4,Good,No,Import,No,8,2,No,Low
2026-03-27,BL-031,Belt Loader,Cargo,Hyster,Electric,7.5,8,75,6,35850,0,109,11,Critical,No,Export,No,1,0,Yes,Low
2026-03-27,PT-076,Pallet Transporter,Ramp,Jungheinrich,Electric,9.5,11,69,5,30222,0,135,4,Critical,No,Export,No,2,2,No,Low
2026-03-27,PT-084,Pallet Transporter,Cargo,Caterpillar,Electric,7.7,12,40,17,23920,8,139,2,Good,Yes,Cold Storage,No,8,5,Yes,Medium
2026-03-27,F-004,Forklift,Cargo,Caterpillar,Electric,10.6,10,46,14,23184,3,251,7,Weak,No,General Cargo,Yes,5,3,Yes,Low
2026-03-27,F-013,Forklift,Ramp,Toyota,Diesel,5.9,13,56,20,25032,8,239,13,Good,No,Export,Yes,8,17,Yes,Medium
2026-03-27,BL-038,Belt Loader,Ramp,Jungheinrich,Electric,10.1,15,50,16,34550,6,132,11,Good,No,General Cargo,Yes,6,5,Yes,High
2026-03-27,BL-033,Belt Loader,Warehouse,Jungheinrich,Diesel,10.0,13,63,22,37989,8,132,5,Good,No,Export,Yes,8,8,No,Medium
2026-03-27,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,6.4,16,17,17,10455,8,162,9,Good,No,Export,Yes,8,7,Yes,Low
2026-03-27,F-003,Forklift,Warehouse,Hyster,Diesel,5.2,12,54,16,24354,8,243,4,Good,Yes,General Cargo,No,8,13,No,Medium
2026-03-27,CT-054,Cargo Tractor,Ramp,Caterpillar,Diesel,6.2,14,26,20,12298,8,149,4,Good,Yes,Cold Storage,No,8,4,No,Low
2026-03-27,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,7.7,15,66,15,34848,6,197,14,Good,No,Cold Storage,No,6,5,No,Medium
2026-03-27,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,9.3,15,36,17,24696,8,166,3,Good,No,Export,Yes,8,10,Yes,High
2026-03-27,CT-044,Cargo Tractor,Ramp,TLD,Diesel,8.0,11,43,11,29455,3,160,11,Critical,No,Import,No,0,1,Yes,Low
2026-03-27,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,9.3,13,35,18,24115,8,148,4,Good,No,Import,Yes,7,3,Yes,Low
